,OP_CARRIER,ORIGIN,DEST,DEP_DELAY,ARR_DELAY,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE
6199,MQ,LGA,PIT,9.816740088105727,4.418954827280779,91.17714791851196,59.326837909654564,335.0
6200,MQ,LGA,PWM,5.123376623376624,-2.7532751091703056,74.98471615720524,47.222707423580786,269.0
6201,MQ,LGA,RDU,11.605082417582418,6.040194040194041,103.6999306999307,72.4012474012474,431.0
6202,MQ,LGA,RIC,12.009972801450589,7.262340036563072,86.53747714808044,55.82632541133455,292.0
6203,MQ,LGA,ROA,6.697452229299363,0.6483870967741936,105.69032258064516,69.79677419354839,405.0
6204,MQ,LGA,SDF,9.283557046979865,4.040747028862479,143.96774193548387,110.08998302207131,659.0
6205,MQ,LGA,STL,13.28937728937729,7.573584905660377,171.4867924528302,135.7056603773585,888.0
6206,MQ,LGA,TVC,-1.7894736842105263,-29.68421052631579,126.26315789473684,98.63157894736842,655.0
6207,MQ,LIT,DCA,-0.34831460674157305,-17.917293233082706,134.0563909774436,114.20676691729324,888.0
6208,MQ,LIT,DFW,6.1643990929705215,3.602199469093667,83.13500189609405,53.93515358361775,304.0
6209,MQ,LIT,ORD,9.837305699481865,5.196465696465697,113.01247401247402,84.34719334719335,552.0
6210,MQ,LRD,DFW,8.668237511781339,3.862857142857143,87.0047619047619,64.09619047619047,396.0
6211,MQ,LSE,ORD,14.465822784810127,12.49492385786802,73.10913705583756,43.736040609137056,215.0
6212,MQ,MAF,DFW,8.567164179104477,5.1393034825870645,77.7363184079602,52.124378109452735,309.0
6213,MQ,MCI,DFW,6.068376068376068,-1.3690987124463518,100.24463519313305,75.71244635193133,460.0
6214,MQ,MCI,ORD,6.980748663101604,2.3447905477980666,91.61117078410311,63.514500537056925,403.0
6215,MQ,MDT,ORD,8.936096718480139,3.031304347826087,127.23130434782608,98.76521739130435,594.0
6216,MQ,MEM,DFW,16.73846153846154,10.463730569948186,97.84196891191709,70.24093264248705,431.0
6217,MQ,MEM,LGA,2.1423357664233578,-2.1481481481481484,156.2111111111111,130.57037037037037,963.0
